beta,repeat,generation,unique_ratio,similarity
-100.0,0,254,0.044,0.841636723072047
-100.0,0,4,0.154,0.06627330169578503
-100.0,0,296,0.072,0.9274208943945234
-100.0,0,1,0.002,1.0
-100.0,0,367,0.064,0.8484614714706247
-100.0,0,204,0.06,0.8777628667628667
-100.0,0,292,0.064,0.9068767078303619
-100.0,0,200,0.084,0.8182856875156959
-100.0,0,317,0.064,0.8387807143474129
-100.0,0,26,0.088,0.8776033289996261
-100.0,0,242,0.06,0.9129490235617688
-100.0,0,359,0.072,0.7382695852814413
-100.0,0,74,0.144,0.6888867481183168
-100.0,0,284,0.06,0.8842217630853996
-100.0,0,355,0.078,0.9100176331094206
-100.0,0,280,0.054,0.9172008253219438
-100.0,0,397,0.062,0.9317876346626073
-100.0,0,305,0.052,0.9339814555866119
-100.0,0,230,0.062,0.9022246114813958
-100.0,0,301,0.052,0.9460983645983644
-100.0,0,347,0.062,0.8843912972977536
-100.0,0,418,0.044,0.8891773972194396
-100.0,0,29,0.096,0.8394783712089455
-100.0,0,272,0.06,0.8805603812060795
-100.0,0,343,0.062,0.911445388822592
-100.0,0,77,0.166,0.5396807841701856
-100.0,0,385,0.05,0.848859760982636
-100.0,0,381,0.064,0.9043442191735427
-100.0,0,498,0.044,0.9441338984248075
-100.0,0,72,0.148,0.6684307498121227
-100.0,0,335,0.076,0.9293082944219486
-100.0,0,406,0.042,0.9445923647554663
-100.0,0,331,0.056,0.8785680562242282
-100.0,0,448,0.064,0.7357144609670163
-100.0,0,373,0.068,0.9682580187843346
-100.0,0,444,0.078,0.81901791401628
-100.0,0,486,0.048,0.8935713573414109
-100.0,0,436,0.078,0.8362659625720663
-100.0,0,45,0.06,0.8718244728413205
-100.0,0,361,0.062,0.8703277264381756
-100.0,0,432,0.062,0.9223596904486233
-100.0,0,478,0.076,0.8028131542993987
-100.0,0,474,0.066,0.7825595298571896
-100.0,0,178,0.074,0.8344017174734922
-100.0,0,40,0.084,0.8194674850454086
-100.0,0,470,0.044,0.7537969756441892
-100.0,0,424,0.048,0.8699888382805165
-100.0,0,128,0.096,0.8846071873429564
-100.0,0,420,0.044,0.9074858858709126
-100.0,0,124,0.1,0.8000339569575005
-100.0,0,48,0.07,0.8515746865125501
-100.0,0,462,0.052,0.709977746766535
-100.0,0,166,0.08,0.9105492915989541
-100.0,0,96,0.13,0.785612840211453
-100.0,0,116,0.112,0.7670840916524071
-100.0,0,13,0.148,0.4612965482359416
-100.0,0,91,0.13,0.7198314335653428
-100.0,0,112,0.132,0.7001732533568034
-100.0,0,158,0.078,0.8557280684825861
-100.0,0,229,0.066,0.8314637019897517
-100.0,0,450,0.07,0.7341751712279502
-100.0,0,154,0.088,0.7902535079287054
-100.0,0,150,0.104,0.8206955767231053
-100.0,0,196,0.074,0.8772044343216593
-100.0,0,267,0.056,0.8744615306625111
-100.0,0,104,0.118,0.7245490021080311
-100.0,0,99,0.104,0.7106354862804825
-100.0,0,192,0.076,0.9173548266452344
-100.0,0,100,0.14,0.7465093993450929
-100.0,0,217,0.078,0.8758770678986754
-100.0,0,16,0.138,0.5035414546820549
-100.0,0,94,0.126,0.7809776118700883
-100.0,0,142,0.106,0.7633235262709905
-100.0,0,213,0.064,0.8623787022574143
-100.0,0,259,0.056,0.942684742866561
-100.0,0,64,0.072,0.7988653838812155
-100.0,0,184,0.098,0.7806481846467902
-100.0,0,255,0.07,0.8730898170230532
-100.0,0,180,0.08,0.8508505342419357
-100.0,0,297,0.05,0.8953410730683459
-100.0,0,205,0.078,0.8611471404516151
-100.0,0,293,0.056,0.9282440008551122
-100.0,0,130,0.12,0.740873728416205
-100.0,0,201,0.082,0.783248486813264
-100.0,0,247,0.06,0.9071628405264769
-100.0,0,318,0.058,0.8598304799251683
-100.0,0,172,0.094,0.7748442431512534
-100.0,0,243,0.068,0.8757264406617348
-100.0,0,67,0.096,0.5332886534332042
-100.0,0,285,0.058,0.8981075380848108
-100.0,0,356,0.056,0.8184198045962752
-100.0,0,281,0.08,0.8738554222798629
-100.0,0,398,0.06,0.8910933024944606
-100.0,0,62,0.07,0.7981328498785613
-100.0,0,306,0.064,0.9311106301106301
-100.0,0,32,0.086,0.899281690625125
-100.0,0,231,0.076,0.8193736769081266
-100.0,0,302,0.054,0.9119007936507937
-100.0,0,348,0.064,0.8409628851009343
-100.0,0,419,0.054,0.9700379012945858
-100.0,0,273,0.06,0.8611651701118679
-100.0,0,344,0.048,0.9002384960531128
-100.0,0,386,0.042,0.9855555555555555
-100.0,0,499,0.044,0.9736026936026936
-100.0,0,336,0.066,0.8678489994853632
-100.0,0,407,0.048,0.9484894348515859
-100.0,0,35,0.086,0.7371223903435141
-100.0,0,261,0.068,0.8486278673663035
-100.0,0,332,0.042,0.9312092352092353
-100.0,0,449,0.058,0.7606746802942149
-100.0,0,374,0.04,0.946352780328538
-100.0,0,445,0.082,0.7785680437754929
-100.0,0,30,0.096,0.8128399770251351
-100.0,0,370,0.068,0.9045552816132291
-100.0,0,487,0.046,0.8706076042315397
-100.0,0,324,0.048,0.9653535353535354
-100.0,0,320,0.06,0.8509041363344901
-100.0,0,437,0.058,0.8955783565573125
-100.0,0,38,0.088,0.7836921860327765
-100.0,0,362,0.07,0.898530355003666
-100.0,0,433,0.056,0.8485477272680012
-100.0,0,479,0.056,0.8438476473677886
-100.0,0,86,0.136,0.6397426659211375
-100.0,0,475,0.058,0.7182344616627663
-100.0,0,179,0.08,0.8389520270361159
-100.0,0,81,0.132,0.6057205243478568
-100.0,0,425,0.054,0.9150170476146611
-100.0,0,129,0.118,0.7397429889715101
-100.0,0,350,0.052,0.95182944731939
-100.0,0,421,0.04,0.9077353688692358
-100.0,0,467,0.054,0.6986556498541173
-100.0,0,463,0.066,0.6997818306963672
-100.0,0,167,0.086,0.8180494215531692
-100.0,0,89,0.134,0.6354706512157305
-100.0,0,413,0.044,0.8380264784290754
-100.0,0,117,0.118,0.776249761308026
-100.0,0,84,0.128,0.6277547882132514
-100.0,0,113,0.092,0.8144872308183483
-100.0,0,159,0.084,0.8758905870720516
-100.0,0,54,0.062,0.8587488930272649
-100.0,0,451,0.088,0.6929743792314197
-100.0,0,155,0.104,0.8569388810441685
-100.0,0,493,0.046,0.8743022910804377
-100.0,0,197,0.074,0.8921562153434023
-100.0,0,105,0.156,0.6205755882075648
-100.0,0,193,0.088,0.7820359706495695
-100.0,0,101,0.104,0.8210247032465594
-100.0,0,147,0.086,0.8372212528486037
-100.0,0,218,0.078,0.8098401056480343
-100.0,0,143,0.13,0.6619447651032939
-100.0,0,57,0.092,0.7776646419004162
-100.0,0,185,0.074,0.9084334180714927
-100.0,0,256,0.082,0.8375053138055065
-100.0,0,181,0.096,0.7709394396120738
-100.0,0,298,0.06,0.8387129651222385
-100.0,0,52,0.066,0.7925357017614373
-100.0,0,206,0.068,0.8157569782242469
-100.0,0,22,0.082,0.7790222565422157
-100.0,0,131,0.102,0.7235713805690767
-100.0,0,202,0.056,0.8987695637695636
-100.0,0,248,0.076,0.7691802952594802
-100.0,0,319,0.056,0.8593706323868526
-100.0,0,173,0.088,0.8758405874290475
-100.0,0,244,0.072,0.798409014831651
-100.0,0,286,0.044,0.980909090909091
-100.0,0,282,0.048,0.9013402895066003
-100.0,0,399,0.048,0.9825
-100.0,0,236,0.086,0.882662375008146
-100.0,0,307,0.058,0.9716926844199572
-100.0,0,25,0.094,0.8462208182324047
-100.0,0,232,0.056,0.901823953823954
-100.0,0,349,0.078,0.8992191944085508
-100.0,0,274,0.066,0.8920344503967598
-100.0,0,345,0.046,0.9156304178247207
-100.0,0,20,0.108,0.7923061123139847
-100.0,0,270,0.046,0.9073701352730776
-100.0,0,387,0.054,0.925122890059857
-100.0,0,9,0.14,0.14575022030610604
-100.0,0,220,0.08,0.9232390522760399
-100.0,0,337,0.06,0.8979468066160736
-100.0,0,408,0.054,0.8638947342424129
-100.0,0,28,0.088,0.8681085948381848
-100.0,0,262,0.042,0.9074282722416692
-100.0,0,333,0.062,0.9322254144331983
-100.0,0,379,0.044,0.9818181818181818
-100.0,0,76,0.148,0.6096227691541568
-100.0,0,375,0.068,0.8653296804735627
-100.0,0,488,0.058,0.9060875798876264
-100.0,0,71,0.15,0.5571863830658939
-100.0,0,325,0.05,1.0
-100.0,0,250,0.05,0.9372513823128942
-100.0,0,321,0.07,0.8609439204899819
-100.0,0,438,0.052,0.8851825418713681
-100.0,0,363,0.076,0.8270681266634212
-100.0,0,434,0.072,0.7793783303501093
-100.0,0,79,0.164,0.5619971521922805
-100.0,0,476,0.07,0.8162459635679076
-100.0,0,313,0.052,0.9072226790419234
-100.0,0,426,0.046,0.9805333333333334
-100.0,0,44,0.072,0.9031589236825657
-100.0,0,351,0.054,0.980909090909091
-100.0,0,422,0.044,0.9413338308769846
-100.0,0,468,0.068,0.6772095352158958
-100.0,0,393,0.06,0.8301890289162054
-100.0,0,464,0.082,0.6340129107893766
-100.0,0,168,0.08,0.9085202811490455
-100.0,0,414,0.042,0.9807407407407408
-100.0,0,118,0.118,0.8121272253408572
-100.0,0,410,0.044,0.9475263189795164
-100.0,0,456,0.08,0.7448384184133192
-100.0,0,47,0.066,0.8453446349759947
-100.0,0,452,0.068,0.7327406645968794
-100.0,0,156,0.108,0.8722482659088215
-100.0,0,95,0.134,0.745367220994414
-100.0,0,494,0.056,0.9646488622030419
-100.0,0,198,0.076,0.8779364755075865
-100.0,0,42,0.078,0.7968596486645335
-100.0,0,402,0.058,0.807599466770582
-100.0,0,490,0.048,0.98
-100.0,0,106,0.144,0.6655592609319904
-100.0,0,12,0.136,0.4728861442103365
-100.0,0,90,0.126,0.7559303912485212
-100.0,0,102,0.12,0.8317471193237864
-100.0,0,148,0.098,0.825372191974118
-100.0,0,219,0.066,0.9232495010040466
-100.0,0,440,0.056,0.8307990518223228
-100.0,0,144,0.098,0.8752348889473477
-100.0,0,482,0.05,0.8437883847243988
-100.0,0,186,0.084,0.8784233442767131
-100.0,0,257,0.062,0.8479986972854213
-100.0,0,98,0.104,0.7384175709071455
-100.0,0,182,0.096,0.804007783213748
-100.0,0,299,0.07,0.8650124890199647
-100.0,0,136,0.116,0.8199950361285567
-100.0,0,207,0.076,0.8575611364716043
-100.0,0,15,0.134,0.6142624044546817
-100.0,0,93,0.136,0.7075839277881069
-100.0,0,132,0.122,0.6871093052246847
-100.0,0,249,0.058,0.9059176433852294
-100.0,0,174,0.044,0.9105382718584301
-100.0,0,245,0.054,0.8949966002011456
-100.0,0,10,0.162,0.25899188921177274
-100.0,0,170,0.086,0.8803945414455692
-100.0,0,287,0.076,0.885803093196243
-100.0,0,8,0.16,0.16079521885290068
-100.0,0,120,0.1,0.7030438776914303
-100.0,0,237,0.064,0.894682477774927
-100.0,0,308,0.052,0.83720793501225
-100.0,0,18,0.136,0.6455434963086899
-100.0,0,162,0.086,0.7589461193730191
-100.0,0,233,0.07,0.8002203858043729
-100.0,0,279,0.046,0.9330824446081106
-100.0,0,66,0.066,0.784630164375854
-100.0,0,275,0.064,0.9596957428536376
-100.0,0,271,0.076,0.8228033072279922
-100.0,0,388,0.044,0.9372683959669605
-100.0,0,61,0.086,0.8490053612828368
-100.0,0,225,0.072,0.841321078790441
-100.0,0,221,0.066,0.922144306310973
10.0,4,338,0.568,0.6626352394669406
10.0,4,263,0.488,0.6926689405252763
10.0,4,334,0.456,0.6654244353956045
10.0,4,69,0.6,0.21432665228377357
10.0,4,376,0.482,0.6305454267174575
10.0,4,326,0.464,0.6820892417262842
10.0,4,34,0.644,0.16252885434299
10.0,4,251,0.47,0.711055591799937
10.0,4,322,0.484,0.6704555044665456
10.0,4,368,0.502,0.6890989197434895
10.0,4,439,0.384,0.7366581527091236
10.0,4,364,0.45,0.7167880950829595
10.0,4,360,0.502,0.7182667274917811
10.0,4,477,0.36,0.7960400074400479
10.0,4,314,0.494,0.659640017134259
10.0,4,310,0.474,0.6965855472809641
10.0,4,427,0.43,0.6491820523094007
10.0,4,37,0.782,0.3377512313530912
10.0,4,352,0.498,0.7110329646112441
10.0,4,423,0.394,0.6627518012617655
10.0,4,469,0.38,0.7025897649738428
10.0,4,85,0.638,0.5032695212361941
10.0,4,394,0.404,0.7604857214247964
10.0,4,465,0.356,0.7472621280917909
10.0,4,390,0.43,0.6840117674868628
10.0,4,80,0.684,0.38452128208842623
10.0,4,415,0.396,0.7443677666577933
10.0,4,119,0.628,0.5719152902815547
10.0,4,340,0.516,0.6806392794866302
10.0,4,411,0.398,0.7439530948766447
10.0,4,457,0.396,0.7586990654300512
10.0,4,382,0.47,0.6518291780578296
10.0,4,453,0.392,0.751041766282255
10.0,4,157,0.636,0.5615139470039685
10.0,4,88,0.708,0.4188771490962568
10.0,4,495,0.328,0.7642613500283538
10.0,4,199,0.576,0.6963856195044377
10.0,4,403,0.458,0.686644164010875
10.0,4,491,0.308,0.8002721331013143
10.0,4,107,0.632,0.5304503362010141
10.0,4,83,0.664,0.5131514911207546
10.0,4,103,0.594,0.5695074395645374
10.0,4,149,0.616,0.4959887872314723
10.0,4,53,0.71,0.23945235410008342
10.0,4,441,0.382,0.7054819699216553
10.0,4,145,0.608,0.5500325270282156
10.0,4,483,0.32,0.778988986890748
10.0,4,187,0.552,0.6302732453540346
10.0,4,7,0.648,0.08902973167492348
10.0,4,137,0.67,0.5543570465728114
10.0,4,208,0.562,0.6561389231772549
10.0,4,500,0.34,0.758365706433503
10.0,4,133,0.646,0.5298968909525281
10.0,4,56,0.6,0.2309185267664228
10.0,4,471,0.356,0.789383568958506
10.0,4,175,0.596,0.6780494216978965
10.0,4,246,0.458,0.6774599433901795
10.0,4,171,0.654,0.5757991706815685
10.0,4,288,0.474,0.6652966956313954
10.0,4,51,0.748,0.21803263871113795
10.0,4,125,0.632,0.47752337435579667
10.0,4,21,0.838,0.14168251684174843
10.0,4,121,0.592,0.585112390602591
10.0,4,238,0.46,0.6997078403826448
10.0,4,309,0.466,0.6864433443429765
10.0,4,163,0.532,0.705858299057668
10.0,4,234,0.512,0.6984131515057801
10.0,4,59,0.63,0.19479281324407874
10.0,4,276,0.51,0.647559421958738
10.0,4,389,0.44,0.7062220416726768
10.0,4,226,0.49,0.752807354744308
10.0,4,24,0.792,0.16396784315564022
10.0,4,151,0.638,0.5233893150621999
10.0,4,222,0.49,0.6954663101765343
10.0,4,268,0.524,0.6909762751507122
10.0,4,339,0.528,0.6882293101958885
10.0,4,264,0.484,0.7156882176089612
10.0,4,260,0.558,0.6521359653901082
10.0,4,377,0.464,0.6013569788266884
10.0,4,214,0.582,0.6854893327522249
10.0,4,210,0.622,0.5757933417408468
10.0,4,327,0.488,0.6581311199546198
10.0,4,27,0.814,0.16501827065052924
10.0,4,252,0.464,0.7010439998146475
10.0,4,323,0.466,0.6922857246223418
10.0,4,369,0.478,0.6009403903728282
10.0,4,75,0.712,0.321312987378033
10.0,4,294,0.502,0.7227103136605111
10.0,4,365,0.442,0.7452514505002976
10.0,4,290,0.466,0.6465632061143919
10.0,4,70,0.746,0.2830529643613511
10.0,4,315,0.476,0.6301937834707302
10.0,4,240,0.53,0.7057894038689922
10.0,4,311,0.482,0.6692756227461877
10.0,4,357,0.514,0.7208408739919839
10.0,4,428,0.428,0.6573586190972446
10.0,4,353,0.536,0.6834659809289971
10.0,4,78,0.724,0.32756860447221603
10.0,4,395,0.428,0.7093694355958079
10.0,4,466,0.384,0.729590572829326
10.0,4,303,0.548,0.5822571455450942
10.0,4,391,0.448,0.6591604364748901
10.0,4,73,0.754,0.3560139198765501
10.0,4,416,0.41,0.7059030631017437
10.0,4,43,0.732,0.22996726312621812
10.0,4,341,0.536,0.7502236343012456
10.0,4,412,0.406,0.7125709045942193
10.0,4,458,0.426,0.6944272992494374
10.0,4,383,0.418,0.6703775602704554
10.0,4,454,0.398,0.6740617502657591
10.0,4,6,0.588,0.09743199568186829
10.0,4,496,0.354,0.7471130524748467
10.0,4,3,0.272,0.0783906589193176
10.0,4,404,0.444,0.6566633442650736
10.0,4,492,0.316,0.8292187252096673
10.0,4,108,0.676,0.5157044440773951
10.0,4,400,0.468,0.667632442431881
10.0,4,446,0.43,0.7471819846253881
10.0,4,46,0.808,0.29681641632910805
10.0,4,371,0.47,0.6673509003626743
10.0,4,442,0.39,0.6720252461089682
10.0,4,146,0.606,0.5023460947170675
10.0,4,484,0.304,0.7451912486594539
10.0,4,188,0.526,0.7030287336374748
10.0,4,41,0.716,0.2004542366392502
10.0,4,480,0.34,0.7625055902079725
10.0,4,11,0.618,0.11690056281849368
10.0,4,138,0.698,0.556737768384766
10.0,4,209,0.594,0.6851315233050338
10.0,4,430,0.392,0.7638577987664559
10.0,4,134,0.67,0.5331840656914235
10.0,4,49,0.78,0.3244014071174004
10.0,4,472,0.332,0.7824436011456469
10.0,4,176,0.572,0.6495632694212565
10.0,4,19,0.842,0.14822536602173791
10.0,4,97,0.584,0.5726797864134402
10.0,4,289,0.484,0.7333133245758554
10.0,4,126,0.614,0.5454636784986564
10.0,4,14,0.786,0.12885654576608493
10.0,4,92,0.716,0.4802795227633774
10.0,4,122,0.592,0.5864844280873852
10.0,4,239,0.474,0.6967562307788662
10.0,4,460,0.368,0.7810707566006135
10.0,4,164,0.528,0.6659968599494329
10.0,4,235,0.482,0.6982883255958763
10.0,4,160,0.626,0.5457985707083294
10.0,4,277,0.492,0.678173031652387
10.0,4,114,0.55,0.6239184480090892
10.0,4,110,0.656,0.545675765311856
10.0,4,227,0.494,0.7227888050226754
10.0,4,17,0.84,0.1407851040228369
10.0,4,152,0.664,0.49457844276848967
10.0,4,223,0.512,0.7513314590564194
10.0,4,269,0.504,0.6861346130118169
10.0,4,65,0.688,0.17343801371111509
10.0,4,194,0.562,0.609766330165934
10.0,4,265,0.494,0.6920794182924298
10.0,4,190,0.5,0.6951867759269597
10.0,4,378,0.428,0.6602014836566201
10.0,4,60,0.758,0.30657156074552944
10.0,4,215,0.61,0.6232842491460069
10.0,4,140,0.654,0.5471222031301217
10.0,4,211,0.59,0.6350618733635659
10.0,4,328,0.516,0.6244221917784746
10.0,4,253,0.466,0.661406830182001
10.0,4,68,0.712,0.22423522972825913
10.0,4,295,0.49,0.6377526247060444
10.0,4,366,0.506,0.6595233070662916
10.0,4,203,0.538,0.6596893374544441
10.0,4,291,0.488,0.6414483716042887
10.0,4,63,0.814,0.31951305308939104
10.0,4,316,0.498,0.6650466536268994
10.0,4,33,0.748,0.18152724106594462
10.0,4,241,0.538,0.6734154296129145
10.0,4,312,0.486,0.6578730557060993
10.0,4,358,0.446,0.6443303481733991
10.0,4,429,0.408,0.7407762284864223
10.0,4,283,0.452,0.6636231687015002
10.0,4,354,0.466,0.7258854071095949
10.0,4,5,0.542,0.08960934937590555
10.0,4,396,0.446,0.6467609853773386
10.0,4,2,0.038,0.2899777916676312
10.0,4,304,0.532,0.6548441097305387
10.0,4,392,0.432,0.658195012032349
10.0,4,300,0.534,0.652342790263271
10.0,4,346,0.504,0.7370118906890804
10.0,4,417,0.38,0.7364060787429573
10.0,4,36,0.736,0.22934295749462702
10.0,4,342,0.546,0.6847879807949928
10.0,4,459,0.392,0.7901387988648461
10.0,4,384,0.392,0.7381837951008816
10.0,4,455,0.424,0.6764815777568045
10.0,4,31,0.764,0.20270791182975062
10.0,4,380,0.438,0.6685913278322857
10.0,4,409,0.44,0.6049165373467547
10.0,4,497,0.316,0.7126567892546158
10.0,4,405,0.472,0.6394636334983685
10.0,4,109,0.662,0.4891108949864749
10.0,4,330,0.496,0.6426951425282489
10.0,4,401,0.444,0.7093920959183687
10.0,4,447,0.432,0.6651842683891664
10.0,4,39,0.732,0.22055436660563615
10.0,4,372,0.424,0.7426690451991163
10.0,4,443,0.462,0.7068799671128071
10.0,4,489,0.306,0.8108796418691827
10.0,4,87,0.692,0.4352591401820698
10.0,4,485,0.304,0.8089030142172084
10.0,4,189,0.516,0.6436468961329972
10.0,4,481,0.332,0.7010693770412418
10.0,4,82,0.64,0.43617170380618764
10.0,4,435,0.404,0.7818988594481664
10.0,4,139,0.636,0.538481365672435
10.0,4,431,0.432,0.720246803213499
10.0,4,135,0.692,0.5479114255107367
10.0,4,473,0.32,0.7699150709204425
10.0,4,177,0.6,0.6626966077816265
10.0,4,127,0.684,0.49176830058398385
10.0,4,123,0.596,0.5837991124234206
10.0,4,169,0.674,0.6023001560960846
10.0,4,55,0.61,0.2967143577742238
10.0,4,461,0.336,0.8219879971351333
10.0,4,165,0.58,0.5989802401488189
10.0,4,161,0.604,0.5554619649443713
10.0,4,278,0.488,0.6807454257699784
10.0,4,50,0.766,0.21220031429251449
10.0,4,115,0.556,0.5795787348399999
10.0,4,111,0.642,0.5673463705995684
10.0,4,228,0.49,0.7725383687947507
10.0,4,153,0.668,0.5197672289011451
10.0,4,224,0.496,0.6962999398619967
10.0,4,58,0.668,0.2012557740124533
10.0,4,195,0.572,0.6609509304105167
10.0,4,266,0.5,0.709125424749558
10.0,4,191,0.5,0.6886737114469704
10.0,4,216,0.584,0.7053867038386443
10.0,4,23,0.838,0.15719695768821026
10.0,4,141,0.642,0.5447553878738703
10.0,4,212,0.606,0.6206239529347717
10.0,4,258,0.53,0.6807936296517795
10.0,4,329,0.464,0.6283194320832021
10.0,4,183,0.546,0.6718968443759747
10.0,4,254,0.45,0.7091570627394531
10.0,4,4,0.434,0.09146153249296682
10.0,4,296,0.458,0.7236337579620219
10.0,4,1,0.002,1.0
10.0,4,367,0.448,0.667715151432647
10.0,4,204,0.536,0.6262777479118193
10.0,4,292,0.532,0.6788507120305313
10.0,4,200,0.56,0.6130106782141174
10.0,4,317,0.502,0.6324861658215826
10.0,4,26,0.832,0.20791329709789183
10.0,4,242,0.492,0.7391481065360573
10.0,4,359,0.446,0.6836160970719164
10.0,4,74,0.712,0.38793736233653797
10.0,4,284,0.444,0.6727894758657482
10.0,4,355,0.484,0.6372556119847391
10.0,4,280,0.524,0.6764754705704712
10.0,4,397,0.446,0.6701405649504512
10.0,4,305,0.524,0.5964581614634138
10.0,4,230,0.508,0.7031285491657634
10.0,4,301,0.584,0.5652209070676847
10.0,4,347,0.464,0.6504960092263192
10.0,4,418,0.402,0.7638969192273369
10.0,4,29,0.73,0.1686695116260644
10.0,4,272,0.524,0.6939576066176346
10.0,4,343,0.548,0.7260059772474315
10.0,4,77,0.662,0.3786111960513314
10.0,4,385,0.416,0.7199546377064191
10.0,4,381,0.45,0.6698592039907217
10.0,4,498,0.322,0.7733545390290127
10.0,4,72,0.738,0.3579433531652192
10.0,4,335,0.496,0.6864814028535089
10.0,4,406,0.442,0.6000813858908941
10.0,4,331,0.47,0.6461698648560367
10.0,4,448,0.418,0.7476530265478346
10.0,4,373,0.446,0.6795557751726495
10.0,4,444,0.388,0.6749332645127613
10.0,4,486,0.3,0.8140700220516669
10.0,4,436,0.374,0.6841041166206178
10.0,4,45,0.798,0.3445260719254425
10.0,4,361,0.464,0.6853137969688423
10.0,4,432,0.4,0.7197510965372758
10.0,4,478,0.326,0.7742073716273046
10.0,4,474,0.34,0.7180281400569525
10.0,4,178,0.572,0.6827849161858508
10.0,4,40,0.724,0.21871019616209783
10.0,4,470,0.334,0.7546535340906481
10.0,4,424,0.402,0.750455785344285
10.0,4,128,0.672,0.5133074836841196
10.0,4,420,0.382,0.7341135562461288
10.0,4,124,0.598,0.48853396135023947
10.0,4,48,0.768,0.36131212267624163
10.0,4,462,0.352,0.736417628192811
10.0,4,166,0.638,0.6248934654367775
10.0,4,96,0.618,0.5432048431568226
10.0,4,116,0.578,0.6128344670294509
10.0,4,13,0.672,0.11888112761254967
10.0,4,91,0.68,0.46533746323118075
10.0,4,112,0.608,0.5299047741843186
10.0,4,158,0.636,0.6164857671221838
10.0,4,229,0.516,0.7722431698733991
10.0,4,450,0.408,0.7560858074375342
10.0,4,154,0.668,0.5028140554942038
10.0,4,150,0.674,0.4700137630887849
10.0,4,196,0.582,0.6479795099178485
10.0,4,267,0.536,0.6679855084424492
10.0,4,104,0.552,0.6184913925171391
10.0,4,99,0.632,0.47199910263319805
10.0,4,192,0.544,0.6913555249490584
10.0,4,100,0.616,0.5302143997912067
10.0,4,217,0.582,0.6769170288709467
10.0,4,16,0.828,0.13319614887102654
10.0,4,94,0.678,0.49351931045412967
10.0,4,142,0.656,0.5088296707686123
10.0,4,213,0.594,0.6651617520916919
10.0,4,259,0.548,0.6937354143222408
10.0,4,64,0.742,0.258764268511073
10.0,4,184,0.558,0.5752542778562937
10.0,4,255,0.464,0.7191740941006969
10.0,4,180,0.542,0.6045819525096726
10.0,4,297,0.45,0.6715008614070638
10.0,4,205,0.57,0.6607454180350624
10.0,4,293,0.494,0.6767883067692345
10.0,4,130,0.656,0.5167849373591942
10.0,4,201,0.528,0.625884285276771
10.0,4,247,0.458,0.7172788295308923
10.0,4,318,0.538,0.6153449503483632
10.0,4,172,0.65,0.6029307472372295
10.0,4,243,0.482,0.6866244833674157
10.0,4,67,0.782,0.25969562092378673
10.0,4,285,0.462,0.7338272104984724
10.0,4,356,0.51,0.7100171624548227
10.0,4,281,0.5,0.6675853182926105
10.0,4,398,0.432,0.7040186551325687
10.0,4,62,0.604,0.21017788284552869
10.0,4,306,0.506,0.6111402860210258
10.0,4,32,0.72,0.15180339948128097
10.0,4,231,0.504,0.6863717827376656
10.0,4,302,0.542,0.5932350902895672
10.0,4,348,0.506,0.6768364129800564
10.0,4,419,0.374,0.7230180932498375
10.0,4,273,0.52,0.7356082024650874
10.0,4,344,0.536,0.6390730747926094
10.0,4,386,0.438,0.6655554563760845
10.0,4,499,0.34,0.7501177460429287
10.0,4,336,0.518,0.7037648322077457
10.0,4,407,0.48,0.6235859253535533
10.0,4,35,0.768,0.287521424998576
10.0,4,261,0.52,0.655178348307262
10.0,4,332,0.462,0.6881189962584923
10.0,4,449,0.422,0.6739094100449208
10.0,4,374,0.468,0.6265940866605383
10.0,4,445,0.432,0.6344691087997195
10.0,4,30,0.736,0.16697981158801617
10.0,4,370,0.464,0.6728765931557215
10.0,4,487,0.334,0.8300905437486599
10.0,4,324,0.496,0.6247913449100966
10.0,4,320,0.518,0.6165967036908298
10.0,4,437,0.402,0.7752144870470641
10.0,4,38,0.782,0.23739826197940775
10.0,4,362,0.464,0.68907244985378
10.0,4,433,0.392,0.7146243025541881
10.0,4,479,0.312,0.7663971170355652
10.0,4,86,0.678,0.43417916084043134
10.0,4,475,0.31,0.8138160167811974
10.0,4,179,0.554,0.683600939629824
10.0,4,81,0.658,0.36519547664309865
10.0,4,425,0.422,0.6616125865877263
10.0,4,129,0.678,0.5230670859733226
10.0,4,350,0.54,0.64804117909677
10.0,4,421,0.406,0.6973240979828362
10.0,4,467,0.34,0.7657247503604286
10.0,4,463,0.326,0.7897936721847031
10.0,4,167,0.63,0.6204217182647999
10.0,4,89,0.682,0.4245259983375236
10.0,4,413,0.436,0.7370545962747761
10.0,4,117,0.57,0.6314287628334863
10.0,4,84,0.668,0.4565568870185975
10.0,4,113,0.608,0.6130796573138054
10.0,4,159,0.63,0.5906717263060751
10.0,4,54,0.62,0.19462034257437338
10.0,4,451,0.402,0.745198404281894
10.0,4,155,0.668,0.5050719424004584
10.0,4,493,0.31,0.7863240885237387
10.0,4,197,0.594,0.6546224969129791
10.0,4,105,0.616,0.5118638329602854
10.0,4,193,0.608,0.6786660267315349
10.0,4,101,0.616,0.5023200646133358
10.0,4,147,0.64,0.4679617136448215
10.0,4,218,0.584,0.6749212496900587
10.0,4,143,0.644,0.5547917226143683
10.0,4,57,0.634,0.2087283145711473
10.0,4,185,0.53,0.6771176517289863
10.0,4,256,0.508,0.7473264928840565
10.0,4,181,0.524,0.6669434082745003
10.0,4,298,0.47,0.6741758265797513
10.0,4,52,0.778,0.3127095836997381
10.0,4,206,0.55,0.6800015180581951
