beta,repeat,generation,unique_ratio,similarity
-50.0,4,287,0.016,0.9684869866688047
-50.0,4,8,0.18,0.1715136541436828
-50.0,4,120,0.026,0.9636785502079619
-50.0,4,237,0.028,0.9666502021813027
-50.0,4,308,0.024,0.9701111111111111
-50.0,4,18,0.12,0.6986352247977919
-50.0,4,162,0.02,0.9605244990224829
-50.0,4,233,0.022,0.9358255280073462
-50.0,4,279,0.026,0.9140482202982204
-50.0,4,66,0.042,0.8896268791302574
-50.0,4,275,0.024,0.9026664751221787
-50.0,4,271,0.026,0.9617969854312293
-50.0,4,388,0.02,0.9825
-50.0,4,61,0.046,0.8852223070773299
-50.0,4,225,0.016,0.967018759018759
-50.0,4,221,0.018,0.960896686159844
0.0,2,338,0.422,0.7196860091823271
0.0,2,263,0.506,0.6859143255637626
0.0,2,334,0.412,0.5990856594668406
0.0,2,69,0.726,0.37796175725166226
0.0,2,376,0.422,0.7077605893667648
0.0,2,326,0.418,0.6620218683535225
0.0,2,34,0.834,0.3120527643482989
0.0,2,251,0.572,0.6145158260620923
0.0,2,322,0.424,0.687386624035502
0.0,2,368,0.438,0.7105924067618423
0.0,2,439,0.41,0.7276884630195829
0.0,2,364,0.426,0.7166090551462467
0.0,2,360,0.436,0.614516403272346
0.0,2,477,0.386,0.8110115955300843
0.0,2,314,0.444,0.6284495167660527
0.0,2,310,0.412,0.7095830413973255
0.0,2,427,0.388,0.7220992188733548
0.0,2,37,0.812,0.36799306185994984
0.0,2,352,0.448,0.6596276504738404
0.0,2,423,0.416,0.6974390272116001
0.0,2,469,0.396,0.5823870130734691
0.0,2,85,0.688,0.45938823410271973
0.0,2,394,0.4,0.7200098108395903
0.0,2,465,0.404,0.7013534940349727
0.0,2,390,0.386,0.7622574248069949
0.0,2,80,0.692,0.5177717209362626
0.0,2,415,0.414,0.727752778885693
0.0,2,119,0.67,0.5337297176535053
0.0,2,340,0.436,0.6523214893564736
0.0,2,411,0.404,0.7218165710928698
0.0,2,457,0.332,0.7037528712044672
0.0,2,382,0.432,0.6885366037160054
0.0,2,453,0.364,0.665653027772542
0.0,2,157,0.586,0.5988188660086966
0.0,2,88,0.654,0.4957978499188773
0.0,2,495,0.392,0.7034814559082136
0.0,2,199,0.578,0.6492941180733679
0.0,2,403,0.412,0.7270150630255228
0.0,2,491,0.366,0.695133479859701
0.0,2,107,0.652,0.48923968139976254
0.0,2,83,0.694,0.4830227102513651
0.0,2,103,0.734,0.5290667776786468
0.0,2,149,0.588,0.6714382889933579
0.0,2,53,0.75,0.39600625612790225
0.0,2,441,0.408,0.7070421797407083
0.0,2,145,0.62,0.5335821141571628
0.0,2,483,0.35,0.7607168391647158
0.0,2,187,0.524,0.7779474981139284
0.0,2,7,0.478,0.09609309805489344
0.0,2,137,0.672,0.482567557019542
0.0,2,208,0.602,0.6447609844207195
0.0,2,500,0.418,0.746783115743389
0.0,2,133,0.654,0.46296458544832125
0.0,2,56,0.754,0.4911313345873251
0.0,2,471,0.326,0.7812228365645507
0.0,2,175,0.63,0.5887308429512935
0.0,2,246,0.508,0.7412625463975959
0.0,2,171,0.584,0.6704249777021806
0.0,2,288,0.432,0.6295366320135556
0.0,2,51,0.788,0.3515766864108952
0.0,2,125,0.654,0.5001660986187337
0.0,2,21,0.868,0.3321999641165136
0.0,2,121,0.666,0.47735784516741897
0.0,2,238,0.514,0.6637598323080993
0.0,2,309,0.43,0.6869045557324162
0.0,2,163,0.552,0.7362050784693763
0.0,2,234,0.438,0.7014186502475036
0.0,2,59,0.722,0.497944164024329
0.0,2,276,0.496,0.6736309454175418
0.0,2,389,0.4,0.7434415993882739
0.0,2,226,0.44,0.7550358417406352
0.0,2,24,0.868,0.2899810286091254
0.0,2,151,0.622,0.6122748853131492
0.0,2,222,0.536,0.6648163307661051
0.0,2,268,0.456,0.6903895908211487
0.0,2,339,0.438,0.6646754265393529
0.0,2,264,0.476,0.6695428670753826
0.0,2,260,0.492,0.6587646398885054
0.0,2,377,0.392,0.6945419785011696
0.0,2,214,0.57,0.6621658566762926
0.0,2,210,0.652,0.6299913644959968
0.0,2,327,0.438,0.6596543778437249
0.0,2,27,0.848,0.29659763768811265
0.0,2,252,0.574,0.6767065889879239
0.0,2,323,0.43,0.735358053120077
0.0,2,369,0.378,0.6934809849864383
0.0,2,75,0.734,0.4645854244889833
0.0,2,294,0.454,0.6706992739064992
0.0,2,365,0.444,0.650194768627667
0.0,2,290,0.43,0.6425217263573458
0.0,2,70,0.728,0.3934885317277579
0.0,2,315,0.418,0.673369752662482
0.0,2,240,0.504,0.7123004986233044
0.0,2,311,0.412,0.7595738432103686
0.0,2,357,0.42,0.6816803154022262
0.0,2,428,0.424,0.7065177348123619
0.0,2,353,0.42,0.7168855243301815
0.0,2,78,0.712,0.5212313629365415
0.0,2,395,0.368,0.7319079753837604
0.0,2,466,0.392,0.675074846541452
0.0,2,303,0.41,0.7149132975995551
0.0,2,391,0.408,0.661366111113829
0.0,2,73,0.748,0.39821598450341844
0.0,2,416,0.412,0.6419821945748073
0.0,2,43,0.746,0.33209773198109555
0.0,2,341,0.42,0.664937292158963
0.0,2,412,0.394,0.7459025237974138
0.0,2,458,0.382,0.6893682237325698
0.0,2,383,0.406,0.7644658880501612
0.0,2,454,0.372,0.7312632194637017
0.0,2,6,0.512,0.08390103634312193
0.0,2,496,0.39,0.6960003397187745
0.0,2,3,0.28,0.07223663926394967
0.0,2,404,0.442,0.6714097463206119
0.0,2,492,0.384,0.7284655386125818
0.0,2,108,0.68,0.5489573932668343
0.0,2,400,0.404,0.7515143763979963
0.0,2,446,0.414,0.6459962825863519
0.0,2,46,0.768,0.36477002335408637
0.0,2,371,0.416,0.7173574160316109
0.0,2,442,0.408,0.7262391429199343
0.0,2,146,0.63,0.5468051976014012
0.0,2,484,0.358,0.8120957333201514
0.0,2,188,0.55,0.5881379453496708
0.0,2,41,0.798,0.31405628580166295
0.0,2,480,0.336,0.6701191852907935
0.0,2,11,0.552,0.10034842012481349
0.0,2,138,0.712,0.42955400641670094
0.0,2,209,0.606,0.6066384611772789
0.0,2,430,0.408,0.6819531196117784
0.0,2,134,0.638,0.45304698654499054
0.0,2,49,0.78,0.3744263167230271
0.0,2,472,0.372,0.7778482510378419
0.0,2,176,0.604,0.6061813962255616
0.0,2,19,0.892,0.3422627935605032
0.0,2,97,0.604,0.5239292625760474
0.0,2,289,0.42,0.7712696949374864
0.0,2,126,0.654,0.5353876744584252
0.0,2,14,0.542,0.1404970279163168
0.0,2,92,0.62,0.5462308188693027
0.0,2,122,0.688,0.4687105934967188
0.0,2,239,0.474,0.6948539067478935
0.0,2,460,0.38,0.7087700691364581
0.0,2,164,0.552,0.6684032471782584
0.0,2,235,0.458,0.7314934339594461
0.0,2,160,0.568,0.5697016215949053
0.0,2,277,0.538,0.5348713692048683
0.0,2,114,0.588,0.6415418745495071
0.0,2,110,0.588,0.6399888377253552
0.0,2,227,0.452,0.6659725356606939
0.0,2,17,0.852,0.3039277287041127
0.0,2,152,0.59,0.6433498931649563
0.0,2,223,0.514,0.6834857977714284
0.0,2,269,0.494,0.6639555467098766
0.0,2,65,0.76,0.4124016000062347
0.0,2,194,0.51,0.6675744423718473
0.0,2,265,0.482,0.7103278778281846
0.0,2,190,0.548,0.6405790578182861
0.0,2,378,0.402,0.6740918814617836
0.0,2,60,0.766,0.48961405226580335
0.0,2,215,0.55,0.5876273616617028
0.0,2,140,0.692,0.4763614702865913
0.0,2,211,0.676,0.6163772599279453
0.0,2,328,0.442,0.6274883218693879
0.0,2,253,0.52,0.6928454485567478
0.0,2,68,0.748,0.38796594521905914
0.0,2,295,0.44,0.7817016234822797
0.0,2,366,0.42,0.7137607199491594
0.0,2,203,0.466,0.7198131737461646
0.0,2,291,0.438,0.6993034848205368
0.0,2,63,0.746,0.42871437629278014
0.0,2,316,0.438,0.6947926863826716
0.0,2,33,0.832,0.3438171693728136
0.0,2,241,0.476,0.675676546885322
0.0,2,312,0.426,0.7202576996250434
0.0,2,358,0.398,0.6956900725139725
0.0,2,429,0.396,0.7328720772375902
0.0,2,283,0.422,0.676844990767806
0.0,2,354,0.406,0.7127831281124908
0.0,2,5,0.448,0.08203102054620857
0.0,2,396,0.382,0.7204679802525045
0.0,2,2,0.038,0.2610471380471381
0.0,2,304,0.374,0.6855655146101599
0.0,2,392,0.41,0.7008176195050675
0.0,2,300,0.442,0.692813781120332
0.0,2,346,0.388,0.7213978312038406
0.0,2,417,0.374,0.7000000715762452
0.0,2,36,0.822,0.35796931366303214
0.0,2,342,0.42,0.6522399559720381
0.0,2,459,0.386,0.6463866213115418
0.0,2,384,0.408,0.666932763082793
0.0,2,455,0.4,0.6836247697954219
0.0,2,31,0.832,0.30864950104703565
0.0,2,380,0.448,0.6129878663811184
0.0,2,409,0.428,0.7590789201958348
0.0,2,497,0.364,0.7383597202598663
0.0,2,405,0.442,0.7110716947427557
0.0,2,109,0.65,0.6263950139258069
0.0,2,330,0.446,0.6002244869916017
0.0,2,401,0.376,0.652098052623736
0.0,2,447,0.404,0.6761435391121748
0.0,2,39,0.776,0.36557351623714984
0.0,2,372,0.416,0.710664689394474
0.0,2,443,0.398,0.640645948221813
0.0,2,489,0.358,0.7788729368969722
0.0,2,87,0.618,0.5378536638425575
0.0,2,485,0.368,0.714259862554766
0.0,2,189,0.556,0.675197993704354
0.0,2,481,0.358,0.6906066267051274
0.0,2,82,0.684,0.43059820220723943
0.0,2,435,0.384,0.7030751079336874
0.0,2,139,0.69,0.46729927642194086
0.0,2,431,0.408,0.7071293719552496
0.0,2,135,0.662,0.4644388743989626
0.0,2,473,0.354,0.7041895949656161
0.0,2,177,0.632,0.6282627663035542
0.0,2,127,0.626,0.5209755888763264
0.0,2,123,0.666,0.4476932750589653
0.0,2,169,0.56,0.6219954759371831
0.0,2,55,0.728,0.47958761748114886
0.0,2,461,0.372,0.660093748309533
0.0,2,165,0.568,0.6548245475733954
0.0,2,161,0.568,0.559218247941342
0.0,2,278,0.496,0.6057286039021915
0.0,2,50,0.75,0.3546165490575769
0.0,2,115,0.61,0.5933604925139695
0.0,2,111,0.584,0.6393198419071855
0.0,2,228,0.46,0.6488346306795942
0.0,2,153,0.62,0.5747525947105104
0.0,2,224,0.49,0.6592679142375952
0.0,2,58,0.732,0.48409603612162877
0.0,2,195,0.552,0.6461004974486467
0.0,2,266,0.472,0.7522972783031144
0.0,2,191,0.534,0.6637155638414
0.0,2,216,0.55,0.7435703880281765
0.0,2,23,0.854,0.31628938625030556
0.0,2,141,0.628,0.4941202234005493
0.0,2,212,0.656,0.6847414333999455
0.0,2,258,0.48,0.598320176689723
0.0,2,329,0.434,0.6515182362906647
0.0,2,183,0.602,0.633541082720364
0.0,2,254,0.532,0.6289440557299244
0.0,2,4,0.434,0.08537404864088668
0.0,2,296,0.458,0.6302169635240876
0.0,2,1,0.002,1.0
0.0,2,367,0.418,0.7614453980696113
0.0,2,204,0.534,0.6519334231510878
0.0,2,292,0.412,0.7174147446655273
0.0,2,200,0.57,0.69335737004892
0.0,2,317,0.432,0.7223848339326917
0.0,2,26,0.864,0.30457380908177767
0.0,2,242,0.492,0.6534766635513976
0.0,2,359,0.444,0.6698766831535742
0.0,2,74,0.73,0.39914787794964446
0.0,2,284,0.422,0.7474033383962002
0.0,2,355,0.408,0.6608962422476684
0.0,2,280,0.49,0.6459773034276279
0.0,2,397,0.386,0.7259411659902376
0.0,2,305,0.446,0.6917823787346753
0.0,2,230,0.458,0.669742079974153
0.0,2,301,0.436,0.6559695929200612
0.0,2,347,0.406,0.7194741901904325
0.0,2,418,0.412,0.6273553532043362
0.0,2,29,0.824,0.31584471486543014
0.0,2,272,0.506,0.7069230102367232
0.0,2,343,0.448,0.713058505763585
0.0,2,77,0.694,0.4688988861669653
0.0,2,385,0.436,0.6716175420835507
0.0,2,381,0.41,0.6733403046795412
0.0,2,498,0.402,0.7904028526618198
0.0,2,72,0.73,0.41888012494846794
0.0,2,335,0.434,0.7136711633060208
0.0,2,406,0.406,0.6548384273585319
0.0,2,331,0.416,0.7170367827393131
0.0,2,448,0.386,0.6803894159867587
0.0,2,373,0.446,0.7234601770172302
0.0,2,444,0.41,0.6972157541765389
0.0,2,486,0.37,0.7017239090463044
0.0,2,436,0.402,0.6723109093228147
0.0,2,45,0.778,0.3427442938536789
0.0,2,361,0.386,0.6916133221484031
0.0,2,432,0.412,0.6848811012069046
0.0,2,478,0.376,0.7044149942002275
0.0,2,474,0.35,0.8275432456320884
0.0,2,178,0.638,0.5636781930725733
0.0,2,40,0.762,0.3340937610381548
0.0,2,470,0.404,0.7447901037412431
0.0,2,424,0.376,0.6759812618176388
0.0,2,128,0.616,0.5426039925636661
0.0,2,420,0.394,0.725223235909713
0.0,2,124,0.658,0.45566494910641764
0.0,2,48,0.766,0.33605677473850054
0.0,2,462,0.342,0.6982947576729965
0.0,2,166,0.546,0.5718295772863227
0.0,2,96,0.634,0.4948174478059538
0.0,2,116,0.638,0.5585291580020308
0.0,2,13,0.486,0.12422157808880249
0.0,2,91,0.612,0.4913074344559821
0.0,2,112,0.586,0.63982277036266
0.0,2,158,0.604,0.5812541260878424
0.0,2,229,0.464,0.6474226271721393
0.0,2,450,0.394,0.8005442822663332
0.0,2,154,0.606,0.6063195664717168
0.0,2,150,0.602,0.6259241753092134
0.0,2,196,0.552,0.6634882687180849
0.0,2,267,0.492,0.685346470911852
0.0,2,104,0.678,0.5045824526111409
0.0,2,99,0.65,0.5203871567431356
0.0,2,192,0.512,0.6531544380354011
0.0,2,100,0.626,0.5136956926503587
0.0,2,217,0.566,0.69766795861802
0.0,2,16,0.828,0.22192330583403408
0.0,2,94,0.64,0.49785527064231827
0.0,2,142,0.648,0.48551674531894806
0.0,2,213,0.6,0.6567881154423817
0.0,2,259,0.49,0.5822799635264823
0.0,2,64,0.72,0.3920438024373863
0.0,2,184,0.544,0.7385461888999956
0.0,2,255,0.51,0.7013349188926108
0.0,2,180,0.618,0.6502541308103063
0.0,2,297,0.472,0.6290958273824782
0.0,2,205,0.534,0.6221506899000067
0.0,2,293,0.454,0.7034532866890171
0.0,2,130,0.638,0.5692530923023665
0.0,2,201,0.512,0.7507981647256601
0.0,2,247,0.5,0.6354771210790412
0.0,2,318,0.44,0.7205706766585334
0.0,2,172,0.616,0.630553754908742
0.0,2,243,0.468,0.7421553497169464
0.0,2,67,0.764,0.40098295476760293
0.0,2,285,0.452,0.6702486998388417
0.0,2,356,0.412,0.6640639941692474
0.0,2,281,0.448,0.7269986646318585
0.0,2,398,0.41,0.7766274768096985
0.0,2,62,0.754,0.43417628773767125
0.0,2,306,0.43,0.599497635173608
0.0,2,32,0.88,0.27893762861148724
0.0,2,231,0.458,0.7164482044711274
0.0,2,302,0.448,0.7335938974931925
0.0,2,348,0.398,0.6723460104410308
0.0,2,419,0.396,0.7337120599079969
0.0,2,273,0.462,0.6763559781252143
0.0,2,344,0.438,0.6356644199950654
0.0,2,386,0.438,0.7460913655690576
0.0,2,499,0.386,0.6922222172666425
0.0,2,336,0.402,0.7366276811500773
0.0,2,407,0.366,0.7151465254888947
0.0,2,35,0.828,0.35360442121559243
0.0,2,261,0.522,0.6138258802878533
0.0,2,332,0.44,0.7436208257096422
0.0,2,449,0.364,0.7686420734455017
0.0,2,374,0.454,0.6843292680808969
0.0,2,445,0.392,0.642952112150636
0.0,2,30,0.84,0.2920961396409472
0.0,2,370,0.432,0.7485203106583723
0.0,2,487,0.38,0.6528092972510942
0.0,2,324,0.406,0.7386892135839382
0.0,2,320,0.4,0.6724360137545748
0.0,2,437,0.428,0.6349897846752378
0.0,2,38,0.8,0.3362517502966143
0.0,2,362,0.41,0.6623555362988366
0.0,2,433,0.432,0.7018674969333193
0.0,2,479,0.362,0.6818641685794533
0.0,2,86,0.66,0.5463354503262603
0.0,2,475,0.342,0.7656235633743848
0.0,2,179,0.602,0.6024993089072338
0.0,2,81,0.708,0.4702500654952237
0.0,2,425,0.362,0.7203293010142592
0.0,2,129,0.59,0.5163935096093867
0.0,2,350,0.42,0.6616780660715306
0.0,2,421,0.43,0.7236658203478893
0.0,2,467,0.364,0.6680460468738215
0.0,2,463,0.39,0.7597873137285659
0.0,2,167,0.592,0.5973199807628043
0.0,2,89,0.642,0.5888655571465515
0.0,2,413,0.392,0.7214502716650161
0.0,2,117,0.664,0.5441791525347703
0.0,2,84,0.698,0.43649047488259374
0.0,2,113,0.572,0.603514877951323
0.0,2,159,0.572,0.5654335349201124
0.0,2,54,0.736,0.4530387180738569
0.0,2,451,0.378,0.6882021670570149
0.0,2,155,0.606,0.5503271377333188
0.0,2,493,0.362,0.7656126505763408
0.0,2,197,0.568,0.6636180189497562
0.0,2,105,0.696,0.5131703351863857
0.0,2,193,0.526,0.7088455104094653
0.0,2,101,0.644,0.5203836528821919
0.0,2,147,0.606,0.6203047092089055
0.0,2,218,0.6,0.6050378810220222
0.0,2,143,0.622,0.4943606581696675
0.0,2,57,0.758,0.4616282947970665
0.0,2,185,0.588,0.6695207569003441
0.0,2,256,0.496,0.6821497971296439
0.0,2,181,0.598,0.6648918815097505
0.0,2,298,0.428,0.7160715732708256
0.0,2,52,0.784,0.3981765236006002
0.0,2,206,0.56,0.6377161403058219
0.0,2,22,0.864,0.31050497872749777
0.0,2,131,0.608,0.48623375298191257
0.0,2,202,0.508,0.6484673158967292
0.0,2,248,0.53,0.6818722718898714
0.0,2,319,0.378,0.7573582281237904
0.0,2,173,0.586,0.5492541949818421
0.0,2,244,0.428,0.7758548742332574
0.0,2,286,0.396,0.7606484550776252
0.0,2,282,0.416,0.7273080680794195
0.0,2,399,0.456,0.6725846868012975
0.0,2,236,0.47,0.6772754531716845
0.0,2,307,0.45,0.718138698056634
0.0,2,25,0.868,0.29651357363517816
0.0,2,232,0.474,0.5788594479730724
0.0,2,349,0.386,0.7418909758478089
0.0,2,274,0.464,0.6180748921455312
0.0,2,345,0.418,0.6633168528072909
0.0,2,20,0.872,0.3226682260450002
0.0,2,270,0.464,0.7219970102337985
0.0,2,387,0.402,0.6922666209258894
0.0,2,9,0.474,0.08771164235970684
0.0,2,220,0.55,0.6078533629958547
0.0,2,337,0.404,0.6397155194299609
0.0,2,408,0.382,0.7566774264185084
0.0,2,28,0.854,0.2892267343467987
0.0,2,262,0.508,0.6206937314371553
0.0,2,333,0.46,0.7453313873824823
0.0,2,379,0.41,0.6820175052915011
0.0,2,76,0.694,0.4829515810490825
0.0,2,375,0.408,0.7222660187535358
0.0,2,488,0.352,0.7639463896979611
0.0,2,71,0.726,0.40627586362551393
0.0,2,325,0.436,0.7012097249770528
0.0,2,250,0.558,0.6914246047349247
0.0,2,321,0.438,0.6830067339904973
0.0,2,438,0.404,0.7058504502584358
0.0,2,363,0.402,0.7326013551438983
0.0,2,434,0.358,0.7342145066960984
0.0,2,79,0.718,0.5498162757497309
0.0,2,476,0.344,0.7063089395115116
0.0,2,313,0.422,0.6734771497260564
0.0,2,426,0.41,0.6877228798461652
0.0,2,44,0.77,0.34999958043645907
0.0,2,351,0.438,0.6156652260167256
0.0,2,422,0.38,0.6502707353493428
0.0,2,468,0.378,0.7684452137555154
0.0,2,393,0.384,0.6647452344276616
0.0,2,464,0.388,0.7070236386274971
0.0,2,168,0.604,0.6479040976329646
0.0,2,414,0.396,0.6921465321041991
0.0,2,118,0.652,0.5432787001800717
0.0,2,410,0.42,0.6712100757730921
0.0,2,456,0.382,0.6859373044067089
0.0,2,47,0.762,0.32017992602448225
0.0,2,452,0.37,0.7655015749695718
0.0,2,156,0.608,0.6243100720183161
0.0,2,95,0.654,0.4629616683210195
0.0,2,494,0.366,0.7666803099453341
0.0,2,198,0.624,0.6745063476312221
0.0,2,42,0.784,0.3415665164967373
0.0,2,402,0.402,0.75474773480906
0.0,2,490,0.414,0.7430457420707133
0.0,2,106,0.684,0.46479653947272087
0.0,2,12,0.48,0.1077438051415433
0.0,2,90,0.626,0.5352507710029084
0.0,2,102,0.716,0.4931605224434593
0.0,2,148,0.586,0.6410929621682874
0.0,2,219,0.55,0.6714858855247131
0.0,2,440,0.396,0.6870849010671342
0.0,2,144,0.65,0.5350085835297226
0.0,2,482,0.342,0.7854204959954929
0.0,2,186,0.58,0.7042798769707245
0.0,2,257,0.49,0.6877953554213474
0.0,2,98,0.634,0.5800974163654798
0.0,2,182,0.574,0.6985682407367781
0.0,2,299,0.458,0.7184811365598038
0.0,2,136,0.634,0.47427537066598235
0.0,2,207,0.576,0.6293365537383012
0.0,2,15,0.664,0.13506542203339414
0.0,2,93,0.604,0.5971109298785293
0.0,2,132,0.676,0.45628376615228095
0.0,2,249,0.538,0.6038442551969875
0.0,2,174,0.596,0.589627546186353
0.0,2,245,0.43,0.6648920879843715
0.0,2,10,0.538,0.08378696098043338
0.0,2,170,0.574,0.6417053505820963
0.0,2,287,0.428,0.6817169184150843
0.0,2,8,0.506,0.08400546924681505
0.0,2,120,0.682,0.4792700553935933
0.0,2,237,0.468,0.6908148168464688
0.0,2,308,0.404,0.6673853242510247
0.0,2,18,0.846,0.3321505849825975
0.0,2,162,0.584,0.6154737791271478
0.0,2,233,0.474,0.6927467952590961
0.0,2,279,0.44,0.7140046633257205
0.0,2,66,0.762,0.363519144841777
0.0,2,275,0.474,0.7228823224645822
0.0,2,271,0.47,0.647652347900145
0.0,2,388,0.416,0.7688555061753207
0.0,2,61,0.75,0.44588112722161677
0.0,2,225,0.468,0.6739012694586988
0.0,2,221,0.54,0.6912196766287786
0.0,3,338,0.412,0.7233142889481349
0.0,3,263,0.45,0.625142565115902
0.0,3,334,0.414,0.764334072841394
0.0,3,69,0.678,0.5377407785468792
0.0,3,376,0.33,0.6949176783130256
0.0,3,326,0.476,0.7091473165178491
0.0,3,34,0.806,0.3125660774542484
0.0,3,251,0.422,0.6705872640263647
0.0,3,322,0.392,0.6693378763190808
0.0,3,368,0.416,0.731328363252101
0.0,3,439,0.304,0.8041132016385568
0.0,3,364,0.37,0.7634145220979156
0.0,3,360,0.41,0.7590778338151567
0.0,3,477,0.272,0.7955371949153229
0.0,3,314,0.386,0.761093471621554
0.0,3,310,0.48,0.7414220049971161
0.0,3,427,0.336,0.7757759735126515
0.0,3,37,0.742,0.3615825550838962
0.0,3,352,0.41,0.7043146155933395
0.0,3,423,0.284,0.8148386781492908
0.0,3,469,0.272,0.7758196777350311
0.0,3,85,0.72,0.5237850445737571
0.0,3,394,0.338,0.810272602726277
0.0,3,465,0.294,0.7995952960651092
0.0,3,390,0.314,0.7334044040057649
0.0,3,80,0.764,0.4432797647954145
0.0,3,415,0.32,0.815993746887941
0.0,3,119,0.652,0.4957630599625473
0.0,3,340,0.408,0.7203416820629823
0.0,3,411,0.328,0.8108086824471319
0.0,3,457,0.268,0.8038412330783213
0.0,3,382,0.324,0.7730126530161776
0.0,3,453,0.312,0.8288391184459061
0.0,3,157,0.622,0.6230152282029587
0.0,3,88,0.776,0.501924860284067
0.0,3,495,0.246,0.8489892618723254
0.0,3,199,0.536,0.6105416035640906
0.0,3,403,0.342,0.7049151130865773
0.0,3,491,0.228,0.8892109660386939
0.0,3,107,0.72,0.5024041387778136
0.0,3,83,0.734,0.4654544087409945
0.0,3,103,0.648,0.506185718926591
0.0,3,149,0.626,0.5092997381157037
0.0,3,53,0.722,0.3537710500121964
0.0,3,441,0.282,0.7640230025522599
0.0,3,145,0.586,0.5882761374845445
0.0,3,483,0.25,0.7894055441483689
0.0,3,187,0.594,0.6532580253606138
0.0,3,7,0.524,0.10490470688231746
0.0,3,137,0.65,0.5069770753012556
0.0,3,208,0.498,0.6573003570758321
0.0,3,500,0.234,0.8016156748015246
0.0,3,133,0.614,0.5165165617425506
0.0,3,56,0.704,0.40749151193027294
0.0,3,471,0.258,0.8354735234931521
0.0,3,175,0.568,0.6428477234707122
0.0,3,246,0.422,0.6984657726859455
0.0,3,171,0.618,0.6895436931401054
0.0,3,288,0.438,0.6340410205309284
0.0,3,51,0.726,0.3541543708605449
0.0,3,125,0.614,0.5190710498079093
0.0,3,21,0.874,0.3133997295477768
0.0,3,121,0.644,0.4854828506708854
0.0,3,238,0.432,0.6542601222441636
0.0,3,309,0.458,0.6774764459827369
0.0,3,163,0.568,0.640871318181094
0.0,3,234,0.442,0.713926570570813
0.0,3,59,0.726,0.42360591978005363
0.0,3,276,0.418,0.6706286801480592
0.0,3,389,0.332,0.8133659794681952
0.0,3,226,0.402,0.7559903243998378
0.0,3,24,0.856,0.26176690842648037
0.0,3,151,0.64,0.5365760932743955
0.0,3,222,0.39,0.8014414859346769
0.0,3,268,0.408,0.6967410512625846
0.0,3,339,0.404,0.6655496753028174
0.0,3,264,0.452,0.770913743583448
0.0,3,260,0.412,0.6851160811170934
0.0,3,377,0.32,0.8069564030173272
0.0,3,214,0.476,0.7275012932105648
0.0,3,210,0.482,0.6184395236461756
0.0,3,327,0.458,0.6557100380009127
0.0,3,27,0.832,0.2914033910077836
0.0,3,252,0.436,0.6816896789070492
0.0,3,323,0.424,0.7498944474358606
0.0,3,369,0.39,0.6992376260959379
0.0,3,75,0.722,0.5194004313304458
0.0,3,294,0.41,0.6719841759894155
0.0,3,365,0.368,0.7480813044395578
0.0,3,290,0.424,0.7055583978309987
0.0,3,70,0.708,0.4950347621170508
0.0,3,315,0.396,0.6460040385309735
0.0,3,240,0.37,0.6864993207666944
0.0,3,311,0.458,0.650276388567861
0.0,3,357,0.426,0.6322084620600351
0.0,3,428,0.286,0.7967258248558222
0.0,3,353,0.394,0.7135948396873626
0.0,3,78,0.74,0.4957596680931423
0.0,3,395,0.318,0.7796337983001164
0.0,3,466,0.266,0.8569267618531673
0.0,3,303,0.406,0.7361595278661327
0.0,3,391,0.33,0.774765091973819
0.0,3,73,0.702,0.4917650024183343
0.0,3,416,0.312,0.794898550897355
0.0,3,43,0.778,0.32607340170839183
0.0,3,341,0.418,0.6837110993317167
0.0,3,412,0.306,0.7279630634423012
0.0,3,458,0.312,0.684079132376013
0.0,3,383,0.328,0.8028841015133342
0.0,3,454,0.274,0.7705734069166792
0.0,3,6,0.502,0.08672500513933779
0.0,3,496,0.196,0.8965598702532968
0.0,3,3,0.234,0.0858226215062106
0.0,3,404,0.35,0.7822475492229655
0.0,3,492,0.23,0.9007159895227692
0.0,3,108,0.706,0.4820640443116926
0.0,3,400,0.316,0.7348101457870259
0.0,3,446,0.312,0.6991393743411287
0.0,3,46,0.756,0.34304982434806547
0.0,3,371,0.33,0.7914066419982989
0.0,3,442,0.312,0.825967185827348
0.0,3,146,0.62,0.5801334935018092
0.0,3,484,0.26,0.8151145779970376
0.0,3,188,0.616,0.6017197485625666
0.0,3,41,0.772,0.3130794261774205
0.0,3,480,0.262,0.7907064596773684
0.0,3,11,0.638,0.11190203974341192
0.0,3,138,0.648,0.5367965070913032
0.0,3,209,0.496,0.6790593097333772
0.0,3,430,0.318,0.7118355151088032
0.0,3,134,0.64,0.4860868664410248
0.0,3,49,0.766,0.3610614305025556
0.0,3,472,0.242,0.8190087147478428
0.0,3,176,0.582,0.5847019906516782
0.0,3,19,0.902,0.2616754711837358
0.0,3,97,0.746,0.49430973877258394
0.0,3,289,0.414,0.7025355948902436
0.0,3,126,0.586,0.5671097232070937
0.0,3,14,0.832,0.17642969774206274
0.0,3,92,0.742,0.517015443192242
0.0,3,122,0.664,0.49725319235600973
0.0,3,239,0.422,0.6189266191064602
0.0,3,460,0.306,0.7943325381656633
0.0,3,164,0.58,0.5953223924597526
0.0,3,235,0.458,0.6732683368605739
0.0,3,160,0.59,0.6054466226670703
0.0,3,277,0.412,0.7303884988194431
0.0,3,114,0.702,0.5105288520970822
0.0,3,110,0.694,0.4737086408887756
0.0,3,227,0.43,0.6133507952922264
0.0,3,17,0.902,0.2939160197620238
0.0,3,152,0.608,0.4860474567072522
